eventid,date,country_txt,region_txt,city,latitude,longitude,attacktype1_txt,attacktype2_txt,targtype1_txt,targtype2_txt,targtype3_txt,targsubtype1_txt,targsubtype2_txt,targsubtype3_txt,gname,gsubname,gname2,gsubname2,success,suicide,extended,motive,target1,weaptype1_txt,nkill,nwound,summary
1581.0,,United States,Unknown,New York City,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anti-Castro Cubans,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,UNITED STATES.  Omega-7 bombed the Palladium Theater in New York.
1582.0,,Italy,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,ITALY.  The Ghassan Kanafani Commandos set bombs and firebombs at the warehouse of an Israeli-Italian company in protest of Syria's intervention in Lebanon.
1583.0,,Italy,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"ITALY.  The Ghassan Kanafani Commandos set bombs at three branches of the Bank of America and Italy and inside a suburban office of the Avis car rental company.  The attacks were in protest of Syria's involvement in Lebanon.  The group's communique said, Death to Zionism.  Death to imperialism."
1584.0,,Italy,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"ITALY.  The Ghassan Kanafani Commandos set bombs at three branches of the Bank of America and Italy and inside a suburban office of the Avis car rental company.  The attacks were in protest of Syria's involvement in Lebanon.  The group's communique said, Death to Zionism.  Death to imperialism."
1585.0,,Italy,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"ITALY.  The Ghassan Kanafani Commandos set bombs at three branches of the Bank of America and Italy and inside a suburban office of the Avis car rental company.  The attacks were in protest of Syria's involvement in Lebanon.  The group's communique said, Death to Zionism.  Death to imperialism."
1586.0,,Italy,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"ITALY.  The Ghassan Kanafani Commandos set bombs at three branches of the Bank of America and Italy and inside a suburban office of the Avis car rental company.  The attacks were in protest of Syria's involvement in Lebanon.  The group's communique said, Death to Zionism.  Death to imperialism."
1587.0,,Italy,Unknown,Rome,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,ITALY.  The Ghassan Kanafani Commandos threw molotov cocktails at the Roman office of the United Hebrew Immigrant Aid Society and outside a synagogue.
1588.0,,Italy,Unknown,Rome,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,ITALY.  The Ghassan Kanafani Commandos threw molotov cocktails at the Roman office of the United Hebrew Immigrant Aid Society and outside a synagogue.
1589.0,,Syria,Unknown,Damascus,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,al-Fatah,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,4,34,"SYRIA.  Four Palestinian guerrillas reportedly members of the Black June group seized the Hotel Semiramis in Damascus and held 90 persons hostage until Syrian troops stormed the hotel in a three-hour battle, killing one terrorist and four hostages.  Thirty-four other hostages were wounded. The three remaining terrorists were captured by Syrian military police and publicly hanged within 24 hours in front of the hotel. [In a television broadcast, the terrorists had claimed to be members of Al Fatah and that their main objective had been to bargain for the release of Palestinians held in Syrian prisons and to protest Syrian interference in Lebanon.]"
1590.0,,Spain,Unknown,Serrano,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,"SPAIN.  A Molotov cocktail was thrown through the window of a Serrano store of a U.S. firm, damaging merchandise on display."
1591.0,,Ecuador,Unknown,Quito,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,1,ECUADOR.  A counselor of the Argentine embassy in Quito was slightly wounded when a bomb exploded at his residence.  The persons responsible were unknown.
1592.0,,France,Unknown,Paris,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,FRANCE.  Two bombs were detonated at Spanish facilities in France to commemorate the first anniversary of the execution of five Basque terrorists in Spain.  Hit were the Basque Pastor in central Paris and a Spanish consular office in suburban Saint Denis.  The blasts caused extensive property damage but no injuries.
1593.0,,France,Unknown,Saint Denis,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,FRANCE.  Two bombs were detonated at Spanish facilities in France to commemorate the first anniversary of the execution of five Basque terrorists in Spain.  Hit were the Basque Pastor in central Paris and a Spanish consular office in suburban Saint Denis.  The blasts caused extensive property damage but no injuries.
1594.0,,Pakistan,Unknown,Karachi,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Palestine Liberation Organization (PLO),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,PAKISTAN.  Syrian Arab airline offices in Rawalpindi and Karachi were firebombed by unknown persons.  There were unconfirmed reports that PLO supporters were responsible.
1595.0,,Pakistan,Unknown,Rawalpindi,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Palestine Liberation Organization (PLO),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,PAKISTAN.  Syrian Arab airline offices in Rawalpindi and Karachi were firebombed by unknown persons.  There were unconfirmed reports that PLO supporters were responsible.
1596.0,,Federal Republic of Germany,Unknown,Munich,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,"FEDERAL REPUBLIC OF GERMANY.  A Molotov cocktail was thrown through a window of the Syrian Arab Airlines office in Munich, resulting in minor damage.  Police believe the purpose was to protest Syria's recent actions against the Palestinians in Lebanon."
1597.0,,Barbados,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anti-Castro Cubans,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,73,0,"BARBADOS.  A Cubana airlines DC-8 jetliner carrying 73 persons crashed just after takeoff, off the coast of Barbados, killing all 73 persons aboard.  Four suspects in the firebombing of the airplane are being held in Venezuela on murder charges.  Sufficient evidence convinced a Venezuelan judge that the plane was deliberately blown up.  A military prosecutor withdrew the charges September 17, 1980; the withdrawal was due to a technical report prepared by Scotland Yard according to which the explosion must have occurred in the plane's cargo area, to which neither Hernan Ricardo and Freddy Lugo (Venezuelans charged with actually placing the bombs in the plane under instructions from Cubans Orlando Bosch and Luis Posada Carriles) had any access.  According to records of the case, the two Venezuelan cameramen flew to Barbados carrying only hand luggage which they still had with them when they left the plane.  It was also verified that the passport Bosch was using under the name of Paniagua had been legally issued to him by the Venezuelan government under instructions from the police department.  The Foreign Minister in Caracas said that there had been no acquittal so far: It was the prosecutor's decision to withdraw the charges, but in penal judiciary issues, in crimes of this nature, once the procedure begins, it only ends with a sentence.  Therefore, for the time being, the final decision is in the hands of the judge. He added that in the event the judge absolves the defendants, the case would have to be reexamined, but the most important point of this issue is a question of law.A consequence of this judgement could be a cancellation of the air piracy agreement between Cuba and Venezuela.  A great many of the victims in the air crash were Cuban athletes, and it appeared that the incident was planned in Venezuela.  President Castro of Cuba recalled all its diplomats from Venezuela on September 28, 1980, as a protest against the acquittal of the four defendants.On August 8, 1982, Posada Carriles and Hernan Ricardo escaped from San Carlos prisons by subduing a prison subordinate official and, using military uniforms, left the prison accompanied by the official, whom they released as soon as they reached the street.  They immediately went to the Chilean Embassy where they requested asylum.  The Embassy handed them over to Venezuelan officials.  Reports from Caracas stated that pressure from the government and public opinion forced the Chilean Embassy in Caracas to hand over the perpetrators of the aircraft sabotage.  The escape created a political upheaval in Venezuela and a full investigation was instigated.  Reports filtered in from Cuba that Fidel Castro had dispatched a group of professional murderers to Venezuela with orders to kill the two saboteurs."
1598.0,,Argentina,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"ARGENTINA.  Argentine terrorists bombed several foreign businesses during the night in commemoration of the capture and death of Argentine-born Che Guevara.  Primary targets were the showrooms of foreign-controlled automobile companies, including the Ford Motor Company.  A branch of the Bank of Boston was also hit.  There were no injuries and property damage was moderate."
1599.0,,Argentina,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"ARGENTINA.  Argentine terrorists bombed several foreign businesses during the night in commemoration of the capture and death of Argentine-born Che Guevara.  Primary targets were the showrooms of foreign-controlled automobile companies, including the Ford Motor Company.  A branch of the Bank of Boston was also hit.  There were no injuries and property damage was moderate."
1600.0,,Lebanon,Unknown,Beirut,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,0,1,"LEBANON.  Ali Hassan Salamah, believed to be the Black September planner of the Munich Olympics attack, was critically wounded when he was shot in the stomach as he walked a long a Beirut street.  The Israeli secret service was believed responsible."
1601.0,,Venezuela,Unknown,Caracas,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anti-Castro Cubans,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,0,0,"VENEZUELA.  The Cuban embassy in Caracas was hit by eight bullets from a passing station wagon during the early morning hours. There were no injuries.  Although the attackers are unknown, police believe anti-Castro terrorists may be responsible."
1602.0,,Argentina,Unknown,Cordoba,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,1,0,ARGENTINA.  The Argentinian manager of the French-owned Renault plant in Cordoba was killed by gunmen.  The gunmen shot Domingo Lozano after he left church services.
1603.0,,Italy,Unknown,Rome,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Abu Nidal Organization (ANO),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,0,1,"ITALY.  Three Palestinians, members of the Black June Movement, shot their way into the Syrian embassy in Rome, taking five hostages, then surrendered to the police after two hours.  A Syrian counselor was wounded in the leg when the invaders opened fire with submachine guns.  The guerrilla leader said that the embassy attack was designed to draw the attention of the world to the betrayal of the Syrian government and the plot of Arab states against the Palestinian people.  The three Palestinians in Rome were sentenced to 15 years each in prison.  They were also ordered to be under three years of supervised freedom after imprisonment.  The three also face possible extradition to Syria."
1604.0,,Pakistan,Unknown,Islamabad,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"PAKISTAN.  In an apparent campaign against Palestinian guerrillas in the Lebanese civil war in Islamabad, three Palestinians attacked the Syrian embassy and the ambassador's residence.  Unconfirmed reports said one of the raiders was killed and the other two were wounded in a gun battle with police.  The PLO denied any connection with the attack."
1605.0,,Pakistan,Unknown,Islamabad,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"PAKISTAN.  In an apparent campaign against Palestinian guerrillas in the Lebanese civil war in Islamabad, three Palestinians attacked the Syrian embassy and the ambassador's residence.  Unconfirmed reports said one of the raiders was killed and the other two were wounded in a gun battle with police.  The PLO denied any connection with the attack."
